key
place island
place neighbourhood
place plot
power heliostat
pump no
pump powered
railway yard
service driveway
shop baby_goods
shop bookmaker
shop car_parts
shop collector
shop craft
shop games
shop gas
shop locksmith
shop nuts
shop party
shop pawnbroker
shop sewing
shop ticket
shop toys
shop trade
shop water
shop window_blind
social_facility food_bank
sport pelota
sport water_polo
tourism gallery
tourism wine_cellar
tower:type bell_tower
tower:type minaret
tower:type watchtower
water lagoon
water reservoir
wetland tidalflat
landuse commercial
delivery 
place county
power transformer
religion shinto
shop nutrition_supplements
surface asphalt
traffic_sign city_limit
fenced 
landuse 
leisure 
barrier hedge
barrier sump_buster
landuse garages
social_facility 
tunnel 
water 
amenity public_building
boundary protected_area
landuse railway
office research
power substation
amenity audiologist
amenity childcare
amenity compressed_air
amenity monastery
amenity social_centre
amenity car_pooling
amenity coast_guard
amenity customs
amenity financial_advice
amenity fridge
amenity hookah_lounge
amenity hospice
amenity loading_dock
amenity money_transfer
amenity polling_station
amenity tourist_bus_parking
amenity vacuum_cleaner
amenity boat_sharing
amenity harbourmaster
amenity lifeboat_station
amenity retirement_home
amenity stables
amenity marae
