,official_status,destination:symbol
,map_type,name:right
,line,ref:bag
,motor_vehicle,source:hgv
,leaf_cycle,plant_community:it
,operational_status,ref:en
,noref,WroclawGIS:addr:date
,access,payment:maestro
,rcn_ref,population:census:1992
,opening_hours,school:ML:academie
,ramp,piste:type
,reg_ref,addr:street:fr
,junction,pillar:type
,golf_cart,payment:telephone_cards
,subway,payment:mastercard
,restaurant,rednap:numero
,axle_load,payment:electronic_purses
,highway,openGeoDB:sort_name
,protect_class,payment:debit_cards
,priority_road,ref:HU:edid
,rcn,payment:american_express
,pole,parking:lane:right
,placement,parking:lane:left
,golf,parking:lane:both
,operator,paloalto_ca:id
,pcode,osmc:name
,network,osak:identifier
,OPPDATERIN,source:id
,passenger_information_display,operator:wikipedia
,passenger,operator:wikidata
,colour,gst:feat_id
,ntd_id,openGeoDB:version
,par,source:pkey
,ownership,ref:type
,organic,yh:STRUCTURE
,uic_name,openGeoDB:layer
,REF,openGeoDB:community_identification_number
,train,surveillance:type
,railway,openGeoDB:auto_update
,genus,damage:organization
,official_name,old_ref:fap
,footway,destination:street
,parking,old_ref:1945
,nsdi_code,railway:turnout_side
,male,railway:track_class
,allotments,old_name:uk
,est_width,old_name:en
,tmc,seamark:beacon_lateral:colour
,lamp_type,rednap:posicion
,shop,object:street
,nat_ref,nvdb:date
,admin_level,raba:id
,advertising,is_in:cercle
,park_ride,note:de
,name_1,seamark:distance_mark:units
,house,note:cadastre:building_use
,attraction,clc:id
,maintenance,nhd:ftype
,living_street,nhd:fdate
,shoulder,nhd:fcode
,gns_uni,nhd-shp:fcode
,switch,railway:kvb
,url,ngbe:yutm_ed50
,ref,ngbe:version
,embankment,ngbe:subgrupo
,tram,unmil:id
,maritime,ngbe:lon_ed50
,ski,building:material
,practicability,lbcs:activity:code
,mtb,ref:UFID
,rating,network:guid
,motorroad,naptan:StopAreaType
,motorcycle,ref:FR:RTE
,minspeed,naptan:Notes
,military,salting:ref
,bicycle,bridge:name
,project,tiger:name_direction_prefix_1
,median,name:tt
,maxstay,building:overhang
,mooring,name:tr
,distance,railway:signal:direction
,material,naptan:PlusbusZoneRef
,cables,statscan:rbuid
,protection_title,name:pt
,passenger_lines,name:prefix:ru
,boundary,piste:difficulty
,noexit,name:prefix
,import,name:my
,map,source:addr:version
,light_source,name:mk
,note,source:name:br
,design,source:wfs
,manhole,light:count
,local_code,name:lt
,loc_name,name:ko
,mofa,building:units
,FLATE,roof:height
,artwork_type,name:kn
,old_railway_operator,route_ref:De_Lijn
,name_2,name:ka
,circuits,naptan:StopAreaCode
,adot_name,name:ja-Latn
,lamp_flames,NHD:GNIS_Name
,ref_catastral,name:it
,snowplowing,it:pv:pavia:FEATURE_ID
,board_type,name:hy
,designation,railway:signal:main:form
,check_date,name:fr
,pump,name:eu
,sorting_name,name:etymology:wikidata
,canoe,fire_hydrant:diameter
,gtfs_id,rednap:latitud
,cuisine,name:el
,castle_type,massgis:ASSESS_LOT
,bunker_type,openGeoDB:loc_id
,fireplace,contact:instagram
,to,railway:position:exact
,frequency,railway:preferred_direction
,landcover,name:ar
,construction,sangis:OBJECTID
,destination,seamark:buoy_lateral:system
,odbl,geobase:roadclass
,length_unit,mtb:scale:imba
,boat,mtb:scale
,drive_through,addr:province
,fence_type,HU:ed_direction
,sloped_curb,mml:class
,bicycle_parking,metcouncil:nroutes
,dataset,metcouncil:corner_loc
,basin,metcouncil:city_id
,maxheight,seamark:topmark:shape
,bench,railway:signal:minor:height
,backup_generator,memorial:type
,backrest,maxspeed:source
,population,osmc:symbol
,ford,maxspeed:hgv
,restriction,addr:streetnumber
,authoritative,maxspeed:forward
,attribution,maxspeed:advisory
,clothes,traffic_sign:backward
,atm,massgis:way_id
,Shape_Area,ref:opendataparis:adresse
,roof,memorial:addr
,artist_name,massgis:PRIM_PURP
,seasonal,massgis:POLY_ID
,resource,ngbe:hojabcn25
,architect,massgis:POLY_CODE
,animal,massgis:PALIS_ID
,dog,is_in:municipality
,reservoir_type,massgis:OS_ID
,Province,plant:output:electricity
,catmp-RoadID,species:fr
,comment,massgis:OS_DEED_BO
,fog,toll:hgv
,opening_date,massgis:OBJECTID
,agricultural,massgis:LEV_PROT
,cutting,maxspeed:trailer
,farmland,massgis:SITE_NAME
,fee,massgis:FEESYM
,alt_name,tiger:LSAD
,smoothness,massgis:DCAM_ID
,healthcare,massgis:ASSESS_MAP
,drinking_water,metcouncil:site_on
,incline,source:addr:housenumber:ref
,cutline,building:type
,supervised,nhd:com_id
,button_operated,lojic:bgnum
,foot,survey_point:zh
,crossing,source:zoomlevel
,cemetery,source:population
,import_uuid,hgv:national_network
,narrow,openGeoDB:postal_codes
,old_ref,rednap:longitud
,CONCELHO,ref:De_Lijn
,second_hand,siruta:county
,building_status,linz2osm:objectid
,acres,light:colour
,manufacturer,recycling:cans
,diameter_crown,tiger:name_direction_prefix_2
,Rzedna_osi,name:nl
,hov,seamark:light:period
,delivery,nhd-shp:com_id
,DISTRITO,operator:en
,dispensing,chile:region
,direction,canvec:CODE
,roundtrip,KSJ2:river_id
,arpav_codice_bacino,camera:type
,bus,camera:direction
,crop,seamark:kystverket:reference
,government,geobase:acquisitionTechnique
,car,source:housenumber
,female,damage:review_date
,carriageway_ref,capacity:persons
,motorboat,building:structure
,capital,ssr:stedsnr
,branch,source_ref:url
,accuracy,hgv:state_network
,path,building:ruian:type
,status,building:place
,share_taxi,building:levels:underground
,electrified,toilets:wheelchair
,royal_cypher,KSJ2:ARE
,diameter,naptan:Street
,maxweight,building:fireproof
,FIXME,ngbe:tipotexto
,mechanical,ref:ruian:addr
,meadow,clc:code
,aerialway,building:facade:colour
,protected,addr:block
,review,contact:phone
,conveying,building:cladding
,hgv,source:streetnumber
,lanes,railway:etcs
,4wd_only,note:city
,CEMT,maxspeed:hgv:conditional
,area,manufacturer:type
,condition,LandPro08:LC
,crossing_ref,openGeoDB:is_in_loc_id
,ship,seamark:topmark:colour
,heritage,ref:miabldg
,buildingpart,ref:zsj
,maxspeed,railway:traffic_mode
,proposed,dcgis:lot
,Mapper,name:en
,arpav_codice_sottobacino,maaamet:ETAK
,FMMP_reviewed,b5m:url
,date,rotor:diameter
,abandoned,KSJ2:PubFacAdmin
,product,toll:N3
,pipeline,gnis:created
,iucn_level,ref:mise
,couplings,is_in:country
,lamp_model,tiger:source
,level,KSJ2:lake_id
,self_service,tiger:name_base
,short_name,GeoBaseNHN:DatasetName
,inscription,piste:oneway
,Dzielnica,addr:subcounty
,NJDOT_SRI,diet:vegetarian
,highway_authority_ref,generator:place
,club,addr:housenumber
,is_in,teryt:stan_na
,cycleway,change:lanes:backward
,lit,lanes:forward
,local_ref,brand:en
,bollard,shape:elevation
,loading_gauge,name:th
,NOME,logainm:ref
,historic,fuel:octane_98
,covered,NHD:FDate
,ID,name:ja_rm
,divipola,fuel:octane_92
,cosmha,note:es
,snowmobile,name:ro
,OBJTYPE,source:conscriptionnumber
,china_class,name:ar1
,operational_status_quality,alt_name:en
,route_ref,note:lanes
,religion,roof:angle
,Rzedna_ter,us.fo:Postnr
,plot_number,railway:signal:distant:form
,Shape_Leng,building:roof
,Source,metcouncil:sat_trips
,Srednica,crossing:light
,TIPO,KSJ2:LOC
,segregated,ngbe:huso
,border_type,building:foundation_height
,OBJECTID,oneway:bicycle
,designated_direction,addr:suburb
,communication,accuracy:meters
,abutters,massgis:SOURCE_MAP
,building_type,ngbe:grupo
,loc_ref,ref:UrbIS
,side,source:oneway
,int_ref,maxspeed:lanes
,overtaking,openGeoDB:type
,seats,it:lo:FEAT
,istat_id,mvdgis:cod_nombre
,leaf_type,redwood_city_ca:addr_id
,goods,operator:ja
,exit,object:country
,denomination,it:fvg:regional_catalog:corsi_acqua:caratteristica
,public_transport,openGeoDB:location
,code,source:addr
,collection_times,fuel:lpg
,complete,lamp_model:de
,step_count,source:location
,constituency,ref:mhs
,construction_date,addr:street:it
,disused,waterway:llid
,email,recycling:plastic_bottles
,lcn,recycling:plastic_packaging
,old_postal_code,destination:backward
,gtfs_location_type,lacounty:bld_id
,created_by,name:left
,hoops,IBGE:CD_ADMINIS
,maxwidth,massgis:SOURCE_SCA
,cycling_width,addr:region
,garmin_type,KSJ2:lat
,reg_name,addr:province:en
,detail,currency:EUR
,depth,old_name:de
,technology,maxspeed:practical
,ncat,colour:arrow
,room,post_box:type
,bdouble,addr:place:de
,flood_prone,addr:street
,driveway,us.fo:Veganr
,light_rail,abandoned:building
,format,source:ele
,ekatte,addr:city
,kerb,ref:sandre
,mapillary,building:type:pl
,enforcement,fire_hydrant:housenumber
,bin,is_in:continent
,outdoor_seating,building:adjacency
,intermittent,roof:orientation
,evacuation_center,railway:tilting
,oneway,source:name:date
,llid,operator:type
,description,lacounty:ain
,exit_to,source:building
,from,fire_hydrant:pressure
,order,KSJ2:RIN
,noname,contact:email
,fid,isced:level
,parking_space,TMC:cid_58:tabcd_1:Direction
,memorial,KSJ2:PRC_label
,fire_operator,heritage:ref
,psv,toilets:position
,full_id,description:de
,lamp_ref,maxspeed:bus
,import_ref,change:lanes:forward
,diocese,addr:hamlet
,phases,KSJ2:PRC
,wikimedia_commons,addr:village
,gid,KSJ2:BDC_label
,lamp_mount,addr:place:it
,taxi,WroclawGIS:addr:postcode:id
,notas,ref:CRFOP
,FID,metcouncil:wkdy_trips
,listed_status,payment:visa
,hazmat,class:bicycle:mtb
,expressway,addr:district:en
,postal_code,gnis:feature_id
,lamp_ref_swd,source:filename
,owner,rednap:grupo
,mountain_pass,name:oc
,highspeed,NHD:RESOLUTION
,hiking,CLC:year
,id,surface:grade
,int_name,LINZ:layer
,internet_access,KSJ2:curve_id
,nat_name,ele:accuracy
,lcn_ref,name:zh
,koatuu,railway:atb
,lamp_operator,damage:type
,layer,heritage:operator
,levels,seamark:distance_mark:distance
,gtfs_stop_code,project:mappingforniger
,old_name,ref:ruian
,time,ref:INSEE
,traffic,gnis:county_name
,importance,gnis:County
,departures_board,addr:source
,ts_calle,location:accuracy
,ts_desde,KSJ2:LIN
,ts_hacia,ref:ruian:street
,ref_name,ref:bgt:id
,uic_ref,ref:corine_land_cover
,gns_ufi,payment:coins
,height,kvl_hro:amenity
,vending,massgis:ASSESS_ACR
,via,addr:state
,waste_basket,railway:signal:speed_limit:height
,width,dcgis:featurecode
,wikidata,addr:conscriptionnumber
,image,CLC:explanation
,zip_left,STIF:zone
,FMMP_modified,building:use:pl
,NHS,source:height
,damage,person:date_of_birth
,industrial,addr:street:name
,id_ob,railway:switch:electric
,information,GNS:dsg_string
,display,building:part
,maxaxleload,source_ref:maxspeed
,category,GNS:id
,brand,highway:category:pl
,bridge,NHD:Elevation
,website,bridge:structure
,prow_ref,naptan:Status
,stop_id,source:geometry
,content,addr:block:en
,facebook,light:lit
,tree_form,3dshapes:note
,ele,recycling:glass_bottles
,editor,TMC:cid_58:tabcd_1:LCLversion
,emergency,KSJ2:COP_label
,wikipedia,building:levels
,osm_id,NHD:FType
,name,GeoBaseNHN:PROVIDER
,floating,VRS:gemeinde
,gritting,object:postcode
,hazard,CLC:code
,country,naptan:BusStopType
,land_area,LINZ2OSM:layer
,hide,tiger:cfcc
,ts_codigo,is_in:suburb
,gfoss_id,source:lanes
,end_date,LINZ:dataset
,gns_classification,TMC:cid_58:tabcd_1:Class
,social_facility,addr:letter
,recycling_type,recycling:clothes
,traffic_signals,it:pv:pavia:SHAPE_Area
,length,IPP:CodEdificio
,locality,NHD:GNIS_ID
,symbol,siruta:code_sup
,service_times,bus:lanes
,adr_les,addr:postcode
,phone,name:es
,,SEP:CLAVEESC
,,KSJ2:LPN
,,kvl_hro:type
,,name:zh_pinyin
,,massgis:SOURCE
,,tiger:tlid
,,TMC:cid_58:tabcd_1:LocationCode
,,maxspeed:conditional
,,NHD:FTYPE
,,addr:street:prefix
,,name:vi
,,project:eurosha_2012
,,dcgis:dataset
,,building:roof:shape
,,addr:street:type
,,dcgis:captureyear
,,it:pv:pavia:EDIFC_STAT
,,ngbe:lat_ed50
,,mtb:scale:uphill
,,tiger:name_direction_suffix
,,naptan:ShortCommonName
,,NHD:ReachCode
,,siruta:county_id
,,KSJ2:WSC
,,fire_hydrant:street
,,health_facility:type
,,addr2:housenumber
,,it:pv:pavia:CLASSE
,,light:shape
,,massgis:OWNER_TYPE
,,massgis:ARTICLE97
,,crossing:bell
,,addr:flats
,,WroclawGIS:building:date
,,clc:year
,,social_facility:for
,,gnis:feature_type
,,de:regionalschluessel
,,source:address
,,building:level
,,addr:municipality
,,building:architecture
,,light:method
,,building:condition
,,KSJ2:RIC
,,railway:signal:minor
,,tiger:name_type_1
,,massgis:PUB_ACCESS
,,parking:condition:left
,,is_in:village
,,NHD:Permanent_
,,addr:town
,,colour:back
,,disused:shop
,,source:addr:housenumber
,,railway:signal:minor:states
,,addr:block_number
,,SK53_bulk:load
,,capacity:women
,,railway:signal:main:function
,,capacity:disabled
,,ref:bgt:featuretype
,,addr:hamlet:it
,,note:name
,,nhd-shp:fdate
,,dibavod:id
,,hgv:lanes
,,fuel:diesel
,,addr:street:sym_ul
,,name:de
,,ref:ProRailSpoortak
,,it:pv:pavia:ID_ZRIL
,,railway:signal:minor:form
,,abandoned:railway
,,note:old_railway_operator
,,WroclawGIS:addr:id
,,seamark:light:reference
,,payment:notes
,,VRS:ortsteil
,,addr:subdistrict
,,building:fi:id
,,TMC:cid_58:tabcd_1:PrevLocationCode
,,it:lo:TEMA
,,census:population
,,bak:fac_type2
,,population:date
,,addr:country
,,NHD:ComID
,,addr:housename
,,fire_hydrant:couplings
,,addr:city:it
,,colour:text
,,addr:city:en
,,naptan:StopType
,,VRS:ref
,,building:colour
,,source:geometry:oidn
,,garden:type
,,ref:colour
,,addr:provisionalnumber
,,recycling:plastic
,,CLC:id
,,metcouncil:site_hfn
,,KSJ2:BDC
,,KSJ2:ODC
,,maaamet:orig_tunnus
,,massgis:OWNER_ABRV
,,WroclawGIS:addr:layer
,,building:use:residential
,,crossing:island
,,it:pv:pavia:UN_VOL_POR
,,tiger:NAME
,,massgis:EOEAINVOLV
,,destination:lanes
,,ref:ProRailID
,,access:conditional
,,capacity:teachers
,,access:roof
,,source:tracer
,,KSJ2:filename
,,chile:surface
,,addr:street:de
,,NHD:FLOWDIR
,,addr:community
,,addr:district
,,name:sr
,,it:pv:pavia:STRATO
,,surveillance:zone
,,species:en
,,addr:division
,,addr:floor
,,source:area
,,metcouncil:routes
,,tiger:county
,,LandPro08:LC_NAME
,,addr:ward
,,addr:hamlet:de
,,rednap:altitudortometrica
,,brand:wikipedia
,,it:pv:pavia:EDIFC_TY
,,addr:inclusion
,,source:addr:date
,,bak:fac_type1
,,contact:facebook
,,building:floor
,,railway:radio
,,addr:neighbourhood
,,design:code:SPb
,,is_in:town
,,network:type
,,GNS:dsg_name
,,GNS:dsg_code
,,name:pl
,,nvdb:id
,,KSJ2:curve_type
,,name:he
,,contact:twitter
,,contact:website
,,name:hsb
,,rednap:tipo
,,logainm:url
,,gnis:Class
,,addr:county
,,building:use
,,couplings:diameters
,,building:age
,,name:be
,,gnis:state_id
,,surrey:addrid
,,is_in:province
,,it:pv:pavia:TEMA
,,crossing:saltire
,,metcouncil:dfz
,,ref:colour_tx
,,lbcs:activity:name
,,cycleway:right
,,b5m:id
,,gnis:ftype
,,capacity:parent
,,tiger:name_direction_suffix_2
,,class:bicycle
,,turn:lanes:both_ways
,,addr:postcode:source
,,not:name
,,naptan:AtcoCode
,,de:amtlicher_gemeindeschluessel
,,de:strassenschluessel
,,railway:position
,,building:usage:pl
,,naptan:Crossing
,,NHD:way_id
,,LandPro08:DE5
,,mappingdc:gid
,,recycling:glass
,,source:date
,,capacity:pupils
,,addr:city:de
,,design:ref
,,it:fvg:ctrn:code
,,source:highway_classification
,,geobase:nid
,,destination:forward
,,sidewalk:both:surface
,,LINZ2OSM:source_version
,,fhrs:authority
,,siruta:type
,,change:lanes
,,building:height
,,destination:ref
,,destination:ref:to
,,lbcs:function:name
,,railway:signal:shunting:height
,,name:ca
,,diet:vegan
,,is_in:left
,,disused:railway
,,openGeoDB:is_in
,,school:FR
,,metcouncil:site_at
,,metcouncil:corn_desc
,,ref:ar
,,name:ja-Hira
,,destination:ref:lanes
,,old_name:ru
,,name:bg
,,location:transition
,,name:ga
,,ewmapa:funkcja
,,ewmapa:kod_znakowy
,,fdot:fihs
,,source:street
,,fdot:sis
,,mml:ref
,,railway:signal:speed_limit
,,name:fa
,,placement:forward
,,fire_hydrant:city
,,disused:amenity
,,piste:grooming
,,fhrs:local_authority_id
,,fire_hydrant:coupling_type
,,fire_hydrant:position
,,fire_hydrant:type
,,source:bridge
,,highway:class:pl
,,ewmapa:warstwa
,,fire_hydrant:type:zh
,,railway:track_type
,,fuel:cng
,,fuel:octane_95
,,name:en1
,,ref:usrn
,,name:sv
,,object:city
,,generator:method
,,operator:ja_rm
,,NHD:WBAreaComI
,,generator:source
,,generator:type
,,network:short
,,it:fvg:regional_catalog:corsi_acqua:codice_fvg
,,addr:parish
,,genus:de
,,railway:signal:speed_limit:form
,,genus:en
,,name:kk
,,seamark:beacon_lateral:shape
,,is_in:commune
,,height:range
,,massgis:TOWN_ID
,,massgis:ATT_DATE
,,source:hgv:national_network
,,LandPro08:LU
,,name:cy
,,ref:bgt:voorkomen
,,gnis:ST_alpha
,,gnis:ST_num
,,gnis:edited
,,ngbe:tema
,,gnis:id
,,nhd:reach_code
,,recycling:cardboard
,,junction:ref
,,gnis:import_uuid
,,gnis:reviewed
,,massgis:WETCODE
,,gns:ufi
,,damage:event
,,at_bev:addr_date
,,coa:place_id
,,gtfs:addr:housenumber
,,traffic_signals:sound
,,LandPro08:DE3
,,source:maxspeed:backward
,,source:highway
,,source:geometry:date
,,building:walls
,,highways_england:area
,,nycdoitt:bin
,,camera:mount
,,NHD:Resolution
,,name:genitive
,,mtb:type
,,it:pv:pavia:SHAPE_Leng
,,handrail:left
,,handrail:right
,,esr:user
,,openGeoDB:name
,,seamark:light:height
,,ine:municipio
,,name:cs
,,rer_edi_id:ref
,,railway:pzb
,,it:pv:pavia:ANNO_SOGLI
,,heritage:website
,,species:it
,,is_in:county
,,gns:dsg
,,fvst:navnelbnr
,,historic:civilization
,,ref:FR:FINESS
,,LINZ2OSM:dataset
,,source:heritage
,,CLC:shapeId
,,source:addr:postcode
,,maxspeed:backward
,,is_in:region
,,ref:nid
,,is_in:right
,,it:fvg:ctrn:revision
,,it:fvg:regional_catalog:corsi_acqua:bacino
,,damage:reconstruction
,,it:lo:ID_E
,,it:lo:ID_Z
,,name:fi
,,KSJ2:forest_id
,,it:lo:STRA
,,bmo:type
,,it:lo:UN_V
,,ref:edubase
,,it:pv:pavia:EDIFC_USO
,,massgis:IT_VALDESC
,,it:pv:pavia:ID_EDIF
,,recycling:scrap_metal
,,railway:local_operated
,,it:pv:pavia:UN_VOL_AV
,,ref:FR:STIF:stop_id
,,idp:camp_site
,,note:ja
,,lanes:backward
,,lanes:both_ways
,,ref:HNITNUM
,,massgis:FY_FUNDING
,,taxon:cultivar
,,taxon:species
,,rednap:ficha
,,teryt:simc
,,teryt:typ
,,teryt:updated_by
,,tiger:CLASSFP
,,tiger:CPI
,,is_in:iso_3166_2
,,tiger:FUNCSTAT
,,parking:condition:both
,,railway:signal:shunting
,,tiger:MTFCC
,,tiger:NAMELSAD
,,WroclawGIS:addr:postcode:layer
,,tiger:PCICBSA
,,tiger:PCINECTA
,,tiger:PLACEFP
,,tiger:PLACENS
,,tiger:PLCIDFP
,,tiger:STATEFP
,,tiger:name_base_1
,,tiger:name_base_2
,,tiger:name_direction_prefix
,,is_in:state_code
,,tiger:name_direction_suffix_1
,,source:imagery
,,tiger:name_type
,,tiger:name_type_2
,,tiger:separated
,,tiger:upload_uuid
,,tiger:zip_left
,,source_ref:name
,,tiger:zip_left_1
,,tiger:zip_left_2
,,tiger:zip_left_3
,,demolished:building
,,tiger:zip_right
,,toilet:num_chambers
,,toilets:access
,,toilets:disposal
,,toilets:num_chambers
,,toilets:number
,,ref:ine
,,addr:city:simc
,,tower:construction
,,tower:type
,,contact:vk
,,traffic_sign:2
,,traffic_sign:3
,,traffic_sign:forward
,,yh:TYPE
,,wheelchair:description
,,traffic_signals:direction
,,ref:opendataparis:domanialit
,,TMC:cid_58:tabcd_1:NextLocationCode
,,tunnel:name
,,metcouncil:sun_trips
,,turn:lanes
,,turn:lanes:backward
,,turn:lanes:forward
,,is_in:state
,,seamark:notice:function
,,us.fo:Galdandi_frá
,,ref:HH
,,tiger:mtfcc
,,crossing:barrier
,,voltage:primary
,,voltage:secondary
,,addr:street:en
,,waterway:type
,,yh:LINE_NAME
,,yh:LINE_NUM
,,yh:TOTYUMONO
,,geobase:uuid
,,yh:WIDTH
,,source:designation
,,name:hi
,,mhs:inscription_date
,,zone:maxspeed
,,metcouncil:site_id
,,name:sr-Latn
,,communication:mobile_phone
,,name:hu
,,LandPro08:LU_NAME
,,chicago:building_id
,,addr:union
,,addr:subdistrict:en
,,contact:fax
,,seamark:type
,,name:ja_kana
,,geobase:datasetName
,,ngbe:codigo
,,addr:place
,,maxspeed:variable
,,fuel:e10
,,geobase:UUID
,,massgis:DEED_ACRES
,,maxspeed:type
,,name:en2
,,ref:FR:SIREN
,,seamark:mooring:category
,,GeoBaseNHN:VALDATE
,,note:en
,,us.fo:Adressutal
,,is_in:country_code
,,source:url
,,tiger:zip_right_1
,,ref:vatin
,,it:lo:CLAS
,,fhrs:id
,,railway:signal:main:height
,,tree:ref
,,object:suburb
,,gnis:County_num
,,is_in:city
,,recycling:waste
,,roof:material
,,ref:UAI
,,naptan:verified
,,roof:direction
,,addr:subward
,,name:br
,,railway:gnt
,,public_transport:version
,,naptan:CommonName
,,school:type_idn
,,railway:signal:main
,,NYSTL:PRINTKEY
,,dcgis:gis_id
,,naptan:NaptanCode
,,LINZ:source_version
,,naptan:Landmark
,,addr:interpolation
,,teryt:rm
,,building:soft_storey
,,name:uk
,,massgis:OS_DEED_PA
,,ref:DGNID
,,parking:condition:right
,,name:ja
,,DeKalb:id
,,it:pv:pavia:DELTA_Z
,,is_in:district
,,ref:FR:bordeaux:tree
,,GeoBaseNHN:UUID
,,building:flats
,,object:citydistrict
,,railway:track_ref
,,WroclawGIS:building:ID
,,seamark:beacon_lateral:category
,,gvr:code
,,brand:wikidata
,,building:roof:colour
,,light:tilt
,,recycling:batteries
,,damage:assessment
,,KSJ2:coordinate
,,siruta:code
,,source:old_ref:fap
,,ref:FR:STIF
,,naptan:Bearing
,,ngbe:id
,,name:ku
,,logging:start_date
,,source:surface
,,railway:signal:speed_limit:speed
,,KSJ2:DFD
,,KSJ2:DFC_label
,,KSJ2:DFC
,,tiger:reviewed
,,name:ko-Latn
,,KSJ2:ADS
,,ngbe:xutm_ed50
,,cycleway:left
,,source:maxspeed
,,seamark:name
,,healthcare:speciality
,,naptan:Indicator
,,nhd:gnis_id
,,toilets:handwashing
,,payment:credit_cards
,,building:min_level
,,survey:date
,,internet_access:fee
,,canvec:UUID
,,recycling:paper
,,name:ru
,,name:botanical
,,catastro:ref
,,toll:bus
,,old_ref:legislative
,,tiger:name_base_3
,,rednap:codigoine
,,ref:cobe
,,source:outline
,,ref:bag:old
,,railway:signal:distant:states
,,generator:output:electricity
,,naptan:Towards
,,source:maxspeed:forward
,,IBGE:GEOCODIGO
,,design:incomplete
,,addr:place:en
,,cycleway:both
,,KSJ2:long
,,note:relevance
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
