key
tree_form natural
ele 
railway:signal:main:height 
tree:ref 
cuisine french
cuisine german
cuisine ice_cream
reservoir_type water_storage
cuisine indian
cuisine japanese
cuisine kebab
voltage 500000
mechanical yes
cuisine mexican
side right
object:suburb 
cuisine pizza
gnis:County_num 
memorial plaque
is_in:city 
cuisine regional
official_status ru:???????? ?????????
cuisine sandwich
recycling:waste 
segregated yes
cuisine sushi
roof:material 
cutting yes
information 
cuisine thai
maxweight 20
highway speed_camera
historic archaeological_site
cutline section
amenity dentist
diameter_crown 3
cycleway lane
cycleway opposite
denomination sunni
cycleway shared_lane
amenity doctors
cycleway track
dataset buildings
fence_type wood
delivery no
denomination anglican
denomination baptist
denomination catholic
tree_form 
denomination orthodox
diameter_crown 1
natural cave_entrance
denotation agricultural
denotation landmark
horse yes
denotation natural_monument
denotation park
denotation street
departures_board timetable
description Gebäude (allgemein)
description Wohnhaus (allgemein)
design triangle
designation public_bridleway
detail track
roof:direction 
diameter_crown 4
diameter_crown 5
man_made flagpole
diameter_crown 7
diameter_crown 8
maritime yes
material concrete
direction backward
voltage 110000
name:br 
railway:gnt 
direction forward
drinking_water yes
public_transport:version 
drive_through yes
editor opengislab 2018
electrified yes
emergency defibrillator
landuse aquaculture
emergency fire_hydrant
emergency no
emergency phone
emergency water_tank
emergency yes
wikipedia 
enforcement maxspeed
entrance home
shop bakery
entrance main
structure lattice
boat no
expressway yes
fee yes
school:type_idn 
motorcar no
fence_type barbed_wire
osm_id 
meadow agricultural
fence_type chain_link
tourism attraction
fence_type wire
fireplace yes
structure 
HFCS 
mapper mspray2
farmland field
shop clothes
natural fell
name 
flood_prone no
foot no
FMMP_modified 
foot official
placement transition
foot private
foot use_sidepath
footway crossing
footway sidewalk
segregated no
frequency 0
frequency 16.7
highway primary_link
railway light_rail
line busbar
railway:signal:main 
admin_level 10
floating yes
landuse forest
amenity water_point
gauge 1067
gauge 1435
gauge 1600
gauge 1668
NYSTL:PRINTKEY 
genus Celtis
genus Elaeis
genus Eucalyptus
network ru:regional
dcgis:gis_id 
capacity 6
genus Fraxinus
genus Gleditsia
genus Malus
genus Musa
genus Picea
genus Pinus
genus Platanus
genus Quercus
golf bunker
golf cartpath
capacity 5
golf fairway
golf green
LINZ:source_version 
amenity motorcycle_parking
golf hole
golf tee
network VBN
foot yes
goods no
gritting priority_1
teryt:rm 
man_made monitoring_station
gtfs_location_type 0
handrail no
healthcare pharmacy
heritage 2
heritage 3
tourism apartment
hazard 
heritage 4
park_ride yes
hgv yes
gritting 
shop tyres
surface concrete:lanes
highspeed no
highway construction
highspeed yes
highway corridor
highway elevator
mapper mspray5
building:soft_storey 
highway emergency_access_point
highway living_street
highway passing_place
highway path
supervised 
natural cape
highway pedestrian
highway platform
name:uk 
highway primary
highway proposed
highway raceway
bridge 
highway secondary_link
highway street_lamp
highway trunk
railway signal
highway unclassified
historic boundary_stone
massgis:OS_DEED_PA 
landuse logging
historic building
historic castle
historic charcoal_pile
seasonal 
service irrigation
historic memorial
mtb yes
historic monument
design monopolar
historic ruins
cycleway no
historic wayside_cross
internet_access wlan
type associatedStreet
historic wayside_shrine
horse private
import budovy201004
power portal
import yes
parking:condition:right 
description 
name:ja 
importance national
DeKalb:id 
incline 0
incline down
heritage 8
indoor room
industrial oil
information board
country 
information map
is_in:district 
residential rural
information office
int_ref E 45
motorcar destination
int_ref E 75
internet_access no
review 
junction yes
floating 
kerb flush
kerb raised
lamp_flames 4
lamp_mount bent mast
lamp_mount bent_mast
natural water
lamp_mount straight mast
lamp_type LED
lamp_type electrical
lamp_type led
land_area administrative
landuse allotments
landuse basin
building:flats 
landuse commercial
object:citydistrict 
landuse construction
landuse farmland
landuse farmyard
railway:track_ref 
man_made cutline
landuse grass
landuse greenery
landuse greenhouse_horticulture
design donau
hide 
landuse meadow
NHS yes
WroclawGIS:building:ID 
entrance service
landuse orchard
landuse plant_nursery
atm yes
place island
landuse railway
landuse religious
seamark:beacon_lateral:category 
landuse residential
ts_codigo 
lcn yes
leaf_cycle evergreen
gvr:code 
leaf_type needleleaved
motorcycle yes
leisure common
leisure dog_park
brand:wikidata 
building:roof:colour 
railway platform
leisure firepit
leisure garden
leisure golf_course
leisure nature_reserve
leisure park
substation distribution
leisure picnic_table
intermittent no
leisure swimming_pool
leisure track
switch circuit_breaker
level -2
pump manual
gfoss_id 
level 0
level 3
content 
priority_road designated
lit yes
living_street yes
maintenance gritting
man_made dyke
man_made embankment
man_made gasometer
man_made kiln
natural wetland
man_made lighthouse
man_made manhole
man_made mast
backrest yes
light:tilt 
recycling:batteries 
man_made reservoir_covered
man_made storage_tank
end_date 
damage:assessment 
man_made tower
emergency 
KSJ2:coordinate 
man_made water_tower
species Quercus robur
man_made water_well
man_made water_works
historic yes
abutters 
place neighbourhood
route ferry
man_made works
shop electronics
access delivery
gns_classification 
manhole sewer
mapper mspray1
siruta:code 
mapper mspray11
mapper mspray12
mapper mspray13
mapper mspray3
mapper mspray7
material brick
support pole
material plastic
material reinforced_concrete
indoor wall
material steel
type 
maxaxleload 10
maxaxleload 11.5
maxheight 4.1
operational_status open
oneway 
sport 
social_facility 
smoothness impassable
maxheight 5
maxheight default
maxheight none
loading_gauge 
maxweight 3.5
maxweight 7.5
memorial war_memorial
location underground
military bunker
mofa no
mofa yes
mooring yes
design 
smoothness excellent
moped designated
moped no
recycling_type centre
amenity nightclub
motor_vehicle agricultural
motor_vehicle destination
motor_vehicle permissive
motor_vehicle private
building office
motorboat no
motorcar agricultural
amenity fountain
motorcar private
motorcycle designated
name:ku 
motorcycle destination
motorcycle no
mountain_pass yes
natural cliff
natural heath
natural land
natural ridge
natural scree
natural shingle
natural stone
odbl clean
shoulder no
service driveway
natural tree_row
natural valley
natural wood
network NTF-4
motorroad no
network RMV
network SL
network rwn
KSJ2:DFD 
noexit yes
noname yes
KSJ2:DFC_label 
KSJ2:DFC 
"notas por favor respete las licencias de información y de los créditos correspondientes a las fuentes originales, y a osm en sus trabajos. #LeyLleras"
ford yes
recycling_type 
office administrative
office association
highway stop
office educational_institution
office estate_agent
office government
official_status ru:????
oneway no
oneway yes
name:ko-Latn 
crop sugarcane
KSJ2:ADS 
fence_type railing
operational_status operational
shop laundry
direction both
smoothness bad
cycleway:left 
sac_scale mountain_hiking
seamark:name 
healthcare:speciality 
smoothness intermediate
denomination roman_catholic
traffic_signals 
landcover grass
disused yes
order 0
outdoor_seating no
outdoor_seating yes
overtaking no
park_ride no
parking multi-storey
parking surface
passenger_lines 1
toilets:handwashing 
passenger_lines 4
phases 3
pipeline marker
place allotments
payment:credit_cards 
land_area 
place city
place farm
place hamlet
crossing marked
place islet
place town
place village
placement middle_of:2
landuse village_green
social_facility assisted_living
placement right_of:1
sport equestrian
population 0
building:min_level 
power cable
length 
power generator
bench 
power line
power plant
survey:date 
power sub_station
construction 
internet_access:fee 
shop tobacco
proposed residential
protect_class 4
surface paving_stones
protected perpetuity
psv yes
public_transport station
canvec:UUID 
public_transport stop_area
public_transport stop_position
railway abandoned
railway construction
railway milestone
shop kiosk
railway preserved
railway railway_crossing
recycling:paper 
locality 
railway razed
railway stop
railway subway
amenity driving_school
railway subway_entrance
symbol 
railway switch
editor 
ramp no
age 
landuse cemetery
recycling_type container
religion buddhist
service_times 
smoothness very_horrible
religion christian
restriction no_left_turn
name:ru 
unisex 
restriction no_right_turn
restriction no_straight_on
restriction no_u_turn
name:botanical 
roundtrip no
roundtrip yes
route bicycle
route power
route road
route_master bus
catastro:ref 
royal_cypher EIIR
hiking yes
sac_scale alpine_hiking
locality townland
sac_scale demanding_mountain_hiking
type waterway
railway rail
seats 3
seats 4
service emergency_access
service siding
share_taxi yes
shelter_type picnic_shelter
shop art
shop books
content oil
shop boutique
shop car
ownership municipal
building dormitory
snowplowing yes
man_made bridge
shop car_repair
shop confectionery
shelter_type public_transport
shop convenience
species Acer platanoides
shop copyshop
shop doityourself
shop dry_cleaning
shop farm
shop florist
shop garden_centre
shop gift
shop interior_decoration
shop mall
toll:bus 
shop mobile_phone
shop shoes
shop sports
adr_les 
shop supermarket
shop newsagent
shop travel_agency
shop vacant
shop wine
shop yes
sidewalk no
sidewalk none
frequency 60
sidewalk right
phone 
site geodesic
site stop_area
shop pet
artwork_type statue
site_type fortification
ski yes
building farm
smoking no
motorcycle agricultural
smoking outside
smoothness horrible
social_facility group_home
building semidetached_house
landuse quarry
restriction only_right_turn
garmin_type 0x6
crop cereal
rednap:codigoine 
waterway 
type site
crossing_ref toucan
incline 
railway:signal:distant:states 
railway level_crossing
frequency 50
generator:output:electricity 
entrance staircase
shop beverages
cuisine burger
mapper mspray4
artwork_type 
internet_access yes
sport fitness
building transportation
design:incomplete 
border_type nation
cycleway:both 
driveway garage
man_made petroleum_well
shop computer
KSJ2:long 
note:relevance 
